,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
stop11,2.000159996,0,0,0,0,0,0,0,0,0,2.000160007,0,2.999999999,2.999999999,3.499999996,5.999999999,6.999999997,7.000000002,4.000000003,4.000000003,3.999999997,3.999999997,4.000000003,4.499999999,10,7.999999995,4.999999995,4.000000003,5.999999999,7.000000002,8.999999998,8.999999998,8.000000005,4.999999995,5.999999999,4.999999995,8.499999996,8.999999998,5.999999999,4.000000003,3.999999992,4.000000003,4.000000003,3.999999997,3.00000001,4.000000003,2.999999999,2.999999999
stop12,2.000160007,0,0,0,0,0,0,0,0,0,2.000159996,0,1,0.999920003,2.000159996,2.000159996,1.999840006,2.499999998,1.999999996,1.999999996,2.499920003,2.000000007,2.000000007,2.000000007,2.000080007,1.999840006,1.999840006,1.999840006,2.99984001,2.000000007,1.999999996,1.999999996,1.999999996,1.999840006,2.500000003,2.000000007,1.999999996,2.000159996,2.999839999,1.999840006,2.000000007,1.999840006,1.999840006,1.999840006,1.999840006,1.000000003,1.999839996,1
stop13,2.000159996,0,0,0,0,0,0,0,0,0,2.000159996,0,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.500079998,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996
stop14,2.000159996,0,0,0,0,0,0,0,0,0,2.000160007,0,2.000160001,2.999999999,3.999840003,4.000000003,4.000000003,3.999999992,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.999999995,4.000000003,4.000000003,4.000000003,4.999999995,4.999840006,4.000000003,5.000000006,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.499999999,4.000000003,4.999999995,4.000000003,2.999999999,2.999999999
stop15,2.000160007,0,0,0,0,0,0,0,0,0,2.000159996,0,2.000079996,1.999999996,2.000159996,2.000159996,2.000000007,2.000000007,2.999999999,2.000000007,2.000080001,2.000000007,2.999999999,2.999999999,2.999999999,2.000000007,2.000080001,2.999999999,2.999999999,2.999999999,2.000159996,2.999999999,2.000000007,2.000159996,2.999999999,2.999999999,2.999999999,2.000160001,2.999999999,2.000000007,2.000000007,2.000000007,2.000000007,2.999999999,2.999999999,2.000000007,1.999999996,2.000000001
stop16,2.000159996,0,0,0,0,0,0,0,0,0,1.500079998,0,1.999999996,1.000000003,1.000000003,1.000000003,1.000000003,1.000000003,1.000000003,1.000000003,1.5,1.999999996,1.5,2.000000001,1.000000003,1.000000003,0.999999993,1.000000003,1.999999996,1.999999996,1.999999996,1.999999996,1.999999996,1.000000003,1.000000003,1.999999996,1.000000003,1.000000003,1.000000003,1.000000003,1.000000003,1.000000003,1.5,1.000000003,1.000000003,1.000000003,1.000000003,1.000000003
stop17,1.000000003,0,0,0,0,0,0,0,0,0,2.000160007,0,2.000000007,2.999999999,2.999999999,4.999999995,5.000000006,2.999999999,2.999999999,3.999999992,3.999999992,4.000000003,2.999999999,3.499999996,3.999999997,3.999840003,2.999999999,2.999999999,4.499999999,4.000000003,3.000000005,2.999999999,3.999840003,4.999999995,2.999999999,6.000000004,6.5,3.499920001,2.999999999,2.999999999,1.999999996,2.999999999,2.000160007,1.999999996,2.500000003,2.000159996,2.999999999,2.500079998
stop18,0.999920002,2.000160007,0,0,0,0,0,0,0,0,2.000159996,0,0,1,1.999840006,1.999839996,1.999839996,1.999920001,1.999999996,1.999999996,2.500000003,1.999999996,1.999999996,1.999839996,1.999840006,0.999999996,1.999999996,1.999840006,1.999839996,1.999999996,1.999999996,1.999999996,2.000000007,1.999840006,2.000000001,1.999999996,1.999999996,1.999840006,1.000000003,1.999840006,1.999840006,1.49992,1,0.999840003,1.499920003,0.999920007,1,1
stop19,2.000159996,2.000159996,0,0,0,0,0,0,0,0,2.000159996,0,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000080001,2.000000007,2.000000007,2.000000001,2.000000007,2.000000007,2.000159996,2.000159996,2.000000007,2.000159996,2.000080001,2.000159996,2.000159996,2.000159996,1.999999996,2.000000007,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996
stop20,2.000080001,2.000159996,0,0,0,0,0,0,0,0,2.000160007,0,0,1.999999996,2.500000003,2.999999999,3.999999992,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.000000007,2.999999999,3.499999996,2.999999999,2.000080001,3.000079999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.000160007,2.000000007,1.999999996,2.000000001,1.999999996
stop21,2.000160001,2.000160007,0,0,0,0,0,0,0,0,2.000159996,0,0,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996,2.000159996
stop22,39.00031999,42.00336,0,0,0,0,0,0,0,0,41.0032,47.00096,0,39.50032,44.50016,50.00016,58.00031999,59.00015999,56.50023999,52.00039999,52.50016,53.00031999,53.00015999,53.00015999,53.00031999,59.5004,55.0004,51.50016,52.0004,54.00016,56.50032,59.00031999,56.50016,58.00032,55.00015999,58.00016,60.00064001,67.00048,61.00023999,55.00032,49.00031999,51.00023999,48.50015999,49.00048,49.50023999,47.00016,43.00031999,42.00031999
